id,prodi,semester,kode,nama,sks,created_at,id_matkul,id_dosen,create_at,id_waktu,id_kelas,jam_mulai,jam_akhir,id_hari,id_ruangan
1208,5,1,15320104,MATRA VISUAL 2D,4,2025-05-26 07:43:07.517818+00,245,17,2025-05-26 10:43:39.200759,1,1,,,,
1212,5,1,15320106,GAMBAR BENTUK ,3,2025-05-26 07:43:07.517818+00,247,17,2025-05-26 10:44:49.011403,2,1,,,,
1216,5,1,15220108,KREATIFITAS,3,2025-05-26 07:43:07.517818+00,249,41,2025-05-26 10:48:45.219621,2,1,,,,
1221,5,3,13318302,TIPOGRAFI,3,2025-05-26 07:43:07.517818+00,251,55,2025-05-26 13:39:05.03226,1,1,,,,
1224,5,3,13218303,METODOLOGI DESAIN,3,2025-05-26 07:43:07.517818+00,252,28,2025-05-26 13:40:08.945566,1,1,,,,
1228,5,3,13218305,PSIKOLOGI DESAIN,3,2025-05-26 07:43:07.517818+00,254,41,2025-05-26 13:41:07.131842,1,1,,,,
1231,5,3,13218307,UPCYCLE,3,2025-05-26 07:43:07.517818+00,256,17,2025-05-26 13:43:06.484095,1,1,,,,
1235,5,5,13318502,INFO GRAFIS,3,2025-05-26 07:43:07.517818+00,258,31,2025-05-26 13:44:18.765278,1,1,,,,
1239,5,5,13318505,METODE GRAFIKA,3,2025-05-26 07:43:07.517818+00,261,16,2025-05-26 13:45:42.066128,2,1,,,,
1243,5,5,13318506,ANIMASI 3D,3,2025-05-26 07:43:07.517818+00,262,55,2025-05-26 13:46:43.465963,2,1,,,,
973,1,3,11218303,Matematika Rekayasa,3,2025-05-26 07:43:07.517818+00,11,61,2025-05-26 08:08:02.915372,2,2,,,,
985,1,5,11218502,T & Prak Pneu Hidraulik,3,2025-05-26 07:43:07.517818+00,18,33,2025-05-26 08:11:34.982858,2,1,,,,
1000,2,1,12218123,ALGORITMA PEMROGRAMAN,3,2025-05-26 07:43:07.517818+00,63,14,2025-05-26 08:21:07.896082,1,1,,,,
1012,2,1,12218191,PRAKTIKUM RANGKAIAN DIGITAL,1,2025-05-26 07:43:07.517818+00,65,27,2025-05-26 08:24:03.318131,2,1,,,,
1027,2,3,118312,PENDIDIKAN AGAMA,2,2025-05-26 07:43:07.517818+00,80,8,2025-05-26 08:27:42.679484,2,1,,,,
1039,3,1,13218104,Pengantar Ilmu Ekonomi,2,2025-05-26 07:43:07.517818+00,112,19,2025-05-26 08:31:55.394911,1,1,,,,
1050,3,3,13218301,Ergonomi,2,2025-05-26 07:43:07.517818+00,126,5,2025-05-26 08:39:20.859703,1,1,,,,
1060,3,5,13618505,Analisis Multivariat,2,2025-05-26 07:43:07.517818+00,136,37,2025-05-26 08:42:15.61319,1,1,,,,
1079,3,1,13118001,Pendidikan Agama I,2,2025-05-26 07:43:07.517818+00,113,8,2025-05-26 08:50:12.150142,2,1,,,,
1082,3,1,13118003,Pancasila,2,2025-05-26 07:43:07.517818+00,116,35,2025-05-26 08:50:49.473755,2,1,,,,
1094,3,3,13218307,Praktikum Program Komputer,1,2025-05-26 07:43:07.517818+00,128,32,2025-05-26 08:53:14.181373,2,1,,,,
1106,3,5,13818507,Simulasi Sistem Industri,2,2025-05-26 07:43:07.517818+00,130,23,2025-05-26 08:58:04.455463,2,1,,,,
1109,3,5,14218511,Praktikum Simulasi Sistem Industri,1,2025-05-26 07:43:07.517818+00,131,19,2025-05-26 08:59:07.631122,2,1,,,,
1121,3,5,13218501,Sistem Informasi Manajemen,2,2025-05-26 07:43:07.517818+00,137,22,2025-05-26 09:03:28.105346,2,2,,,,
1133,3,7,13215703,Analisis Kelayakan Usaha,2,2025-05-26 07:43:07.517818+00,144,28,2025-05-26 09:06:28.275599,2,2,,,,
1136,3,7,13315702,Manajemen Kualitas,2,2025-05-26 07:43:07.517818+00,147,11,2025-05-26 09:07:10.616224,2,2,,,,
1148,4,1,14218101,PENGANTAR TEKNOLOGI INFORMASI,3,2025-05-26 07:43:07.517818+00,189,48,2025-05-26 09:10:13.283079,1,1,,,,
1154,4,3,14418304,MATEMATIKA DISKRIT,3,2025-05-26 07:43:07.517818+00,192,14,2025-05-26 09:12:03.672236,1,1,,,,
1166,4,3,14218311,ALGORITMA PEMROGRAMAN 3,3,2025-05-26 07:43:07.517818+00,196,31,2025-05-26 09:15:05.792438,2,1,,,,
1169,4,3,14218314,PRAKT. BASIS DATA,1,2025-05-26 07:43:07.517818+00,199,51,2025-05-26 09:15:23.531913,2,1,,,,
1181,4,5,14218527,PEMROGRAMAN API,3,2025-05-26 07:43:07.517818+00,204,36,2025-05-26 09:44:32.468534,1,1,,,,
1193,4,7,14213741,MT. KULIAH PILIHAN 4 (SIST INFORMASI GEOGRAFIS),3,2025-05-26 07:43:07.517818+00,209,6,2025-05-26 09:48:20.839594,1,1,,,,
